fid,max0,max1,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,max2,max20,max21,max22,max23,max24,max25,max26,max27,max28,max29,max3,max30,max4,max5,max6,max7,max8,max9,mean0,mean1,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19,mean2,mean20,mean21,mean22,mean23,mean24,mean25,mean26,mean27,mean28,mean29,mean3,mean30,mean4,mean5,mean6,mean7,mean8,mean9,min0,min1,min10,min11,min12,min13,min14,min15,min16,min17,min18,min19,min2,min20,min21,min22,min23,min24,min25,min26,min27,min28,min29,min3,min30,min4,min5,min6,min7,min8,min9,std0,std1,std10,std11,std12,std13,std14,std15,std16,std17,std18,std19,std2,std20,std21,std22,std23,std24,std25,std26,std27,std28,std29,std3,std30,std4,std5,std6,std7,std8,std9
t13,0.979329467,0.979249001,1.724533677,1.635136247,1.430885553,1.193994641,1.03460443,1.017878652,0.988149226,0.972000659,0.968204618,0.980073869,0.979334831,1.040649533,1.324057937,1.602947116,1.803196073,1.955738902,2.023674726,2.068863153,2.084509611,2.010731459,1.909515023,0.979348421,1.891980767,0.973481357,1.038017035,1.115892053,1.304929972,1.511088252,1.660535097,0.349684881,0.349672205,0.313908666,0.295650469,0.277847264,0.266889864,0.261781565,0.262643187,0.27036917,0.291899918,0.349422016,0.46695004,0.349689091,0.642300017,0.831501937,0.985525931,1.090839591,1.1499421,1.172465045,1.189665,1.196000398,1.159992175,1.110878936,0.35116672,1.096598607,0.371140863,0.388794408,0.387741017,0.369204182,0.346480739,0.32887564,0.000892485,0.000927803,-0.018513244,-0.025328552,-0.031473253,-0.035679452,-0.037317388,-0.036621977,-0.033172548,-0.027117064,-0.0296195,-0.042925011,0.000909399,-0.045635164,-0.045386638,-0.044295542,-0.042439323,-0.0418864,-0.039194815,-0.034165673,-0.02865896,-0.024239952,-0.02593982,0.000761334,-0.026744086,-0.000234903,-0.000388055,-0.000513095,-0.005472844,-0.010544964,-0.013376154,0.126526772,0.126530883,0.230489422,0.233068684,0.23518852,0.237926989,0.240066849,0.240394848,0.238738615,0.233222552,0.212373567,0.167793264,0.126522173,0.166048908,0.265114941,0.383768323,0.474981658,0.526671911,0.545847357,0.556063237,0.557996927,0.537928504,0.510325517,0.127832102,0.50032171,0.144980031,0.164806017,0.182367835,0.200591822,0.217415439,0.22651971
t130,0.898587406,0.898609877,1.321982503,1.292639136,1.237005711,1.172138214,1.097530842,1.05709815,1.019162178,1.006125808,1.010055423,1.025306225,0.898548007,1.258934498,1.556734681,1.837283492,2.042013884,2.2439394,2.38173914,2.48773551,2.545492411,2.479603052,2.39005208,0.904964685,2.427406549,0.981401265,1.053218484,1.128113389,1.214684129,1.279008985,1.315918446,0.2190079,0.218970419,0.054877208,0.044210351,0.034819028,0.028758025,0.025675696,0.025876932,0.029684068,0.039211599,0.067156917,0.243244731,0.219028584,0.557732905,0.929100335,1.259831524,1.51057678,1.674609633,1.763494127,1.832046255,1.869261509,1.822697164,1.754860093,0.218583403,1.761413855,0.211365847,0.192001075,0.154595823,0.107886781,0.075186571,0.063457743,0.091363452,0.091392241,-0.020430254,-0.030630896,-0.044140659,-0.052281685,-0.054451037,-0.051993787,-0.046378624,-0.037535019,-0.015807517,0.061825737,0.091362007,0.260862112,0.309057981,0.30347234,0.296462655,0.293750137,0.294398636,0.299227268,0.302208394,0.294875413,0.28550297,0.090744503,0.283284694,0.080452263,0.059027374,0.017412491,-0.004547051,-0.009652375,-0.013745821,0.093414546,0.093420196,0.182589891,0.181515793,0.179665935,0.178278328,0.175884711,0.171553661,0.166793529,0.165201791,0.169041814,0.138825986,0.093411287,0.11609592,0.178224574,0.269064459,0.345118238,0.396006926,0.42425831,0.446620148,0.459283875,0.446351936,0.425995389,0.094548475,0.429284221,0.11114621,0.133792983,0.155723417,0.173087395,0.181734704,0.182787565
t131,0.912790298,0.912855983,1.325782657,1.302895308,1.253837585,1.202408075,1.153093338,1.081405759,1.028808832,1.018141985,1.010980248,1.055405974,0.912847221,1.271798849,1.629442334,1.96267736,2.155289412,2.237342358,2.372562647,2.477663517,2.533387661,2.471912861,2.392480612,0.9182809,2.434878826,0.984937191,1.056431532,1.131772757,1.217525721,1.279884696,1.316316962,0.201246441,0.201210997,0.070051994,0.059999977,0.050950255,0.045463452,0.043132444,0.044250046,0.04913972,0.060263106,0.088713258,0.240683343,0.201264177,0.525484269,0.861292181,1.160493915,1.387603056,1.536183281,1.61671394,1.67883966,1.713933538,1.677145086,1.624056712,0.20114539,1.634329878,0.197269536,0.18098951,0.147421254,0.107469027,0.08637886,0.077982929,0.071650006,0.071714245,-0.022715835,-0.033665422,-0.045386765,-0.05300016,-0.055222858,-0.052978136,-0.047137901,-0.037181385,-0.016731201,0.044146888,0.071632639,0.23310256,0.220895454,0.210159689,0.201638967,0.195040911,0.18974261,0.186784834,0.183469042,0.174809754,0.164945841,0.071254306,0.161180481,0.062727317,0.044973649,0.012629018,-0.005985219,-0.011945115,-0.015926708,0.099305904,0.099312831,0.188294224,0.187699671,0.186710207,0.186618966,0.185902613,0.183641101,0.181373655,0.183109482,0.192635929,0.171541661,0.099302812,0.146908509,0.195047196,0.281475887,0.358449008,0.410697405,0.439437565,0.461844615,0.474793966,0.463479239,0.446081936,0.100474825,0.451529676,0.117821561,0.142136121,0.165877382,0.183609774,0.188747491,0.188474161
t132,0.916461706,0.916474283,1.211579442,1.200666547,1.180578232,1.16030848,1.128650784,1.07192111,1.020204902,1.021118164,1.025334358,1.027434468,0.916439354,1.27421689,1.648254991,1.956126332,2.220495939,2.385402679,2.457421541,2.522119761,2.56845212,2.509104252,2.411183834,0.922411561,2.396057844,0.990652442,1.053705096,1.120635867,1.168748021,1.196736693,1.209275961,0.198568408,0.198533665,0.062197278,0.0525484,0.044068942,0.038967947,0.036791322,0.037907092,0.042705508,0.053491541,0.082465375,0.239448017,0.198586526,0.525536147,0.862485181,1.162490318,1.390276101,1.539680603,1.620867303,1.683319753,1.717977514,1.678989309,1.622766069,0.198331123,1.632057306,0.193395453,0.177188764,0.144316043,0.103877191,0.079410963,0.070083975,0.066184774,0.06618131,-0.021595994,-0.031771109,-0.042218633,-0.049599331,-0.052104648,-0.049826656,-0.044063639,-0.034698449,-0.015891165,0.047200475,0.066183865,0.238956928,0.259126902,0.250493199,0.240719825,0.2340298,0.229412198,0.227378324,0.22444351,0.21368283,0.199889392,0.067003131,0.193079636,0.078185715,0.057532638,0.016470438,-0.004563611,-0.010701354,-0.015120782,0.091603032,0.091608795,0.173499949,0.173031468,0.172375628,0.172551682,0.172083471,0.170049613,0.167668465,0.168078707,0.173400194,0.147136749,0.091600288,0.136883975,0.215272391,0.317704242,0.402258193,0.458450832,0.489051033,0.512679062,0.525831816,0.51200946,0.491292,0.092632821,0.495939445,0.108031204,0.129706037,0.151105246,0.167677861,0.173702938,0.173717242
t134,0.900528729,0.900555611,1.37556386,1.360012889,1.318470359,1.266350508,1.193463087,1.095371842,1.021141291,1.01723671,1.017222047,1.107309461,0.900574386,1.263215303,1.639696836,1.93493259,2.173883677,2.411518574,2.542600393,2.652287006,2.715885401,2.640168905,2.528051138,0.90669179,2.555822134,0.984230638,1.059871793,1.119028926,1.22098732,1.303359866,1.355807543,0.206282157,0.206243084,0.061814233,0.051956817,0.043323898,0.038394527,0.036447799,0.03782149,0.043209905,0.055090101,0.088183374,0.280357263,0.206304834,0.604632371,0.976541831,1.296475126,1.531268706,1.680573205,1.759141824,1.822094049,1.856168636,1.805206387,1.73059987,0.205659922,1.733241168,0.197419682,0.180535867,0.148284245,0.105943021,0.078054212,0.069136786,0.069923528,0.069928877,-0.020679912,-0.031000787,-0.046139579,-0.054966606,-0.056767035,-0.054324973,-0.047992717,-0.037597831,-0.014334083,0.067552559,0.06992422,0.27646035,0.28484717,0.288802773,0.290768802,0.285044074,0.277862012,0.272228539,0.268318087,0.262978733,0.263087869,0.070825942,0.273780346,0.079198934,0.053302601,0.015617597,-0.00420825,-0.010618269,-0.014652855,0.090557118,0.090561881,0.172040187,0.17217298,0.172174401,0.173109243,0.173710814,0.173121677,0.172560692,0.175261114,0.181768021,0.14097557,0.090553597,0.126615316,0.222136211,0.33645277,0.42646802,0.484546522,0.515749259,0.540795822,0.554812447,0.537978064,0.511627607,0.091598987,0.514040097,0.106872934,0.127514751,0.147555081,0.164279147,0.171784983,0.171974397
t135,0.928518593,0.928525746,1.314082265,1.306533098,1.276371241,1.236160755,1.176785111,1.092131972,1.026646733,1.021811962,1.022978067,1.018819094,0.928560495,1.271116138,1.613229394,1.865491152,2.089907646,2.265696526,2.377780676,2.474004745,2.528924942,2.455233097,2.352919579,0.933288097,2.374649286,0.990797997,1.0529176,1.121149063,1.193105221,1.250805974,1.293274164,0.217700935,0.217665473,0.098535772,0.088344852,0.078941644,0.073103374,0.069833644,0.069452148,0.073115276,0.084590189,0.120608963,0.298333191,0.21772049,0.595955435,0.936205241,1.228237848,1.442318282,1.578442513,1.649681768,1.706443349,1.736789974,1.689200995,1.620282782,0.217406532,1.622103991,0.213634402,0.202824269,0.177085094,0.140546525,0.114895905,0.105858602,0.069006793,0.069037214,-0.02008269,-0.030355556,-0.042611789,-0.05060577,-0.053825665,-0.052037627,-0.045863882,-0.035199862,-0.012952539,0.059240136,0.069007643,0.159711152,0.157019123,0.153101712,0.148901612,0.145584509,0.142719001,0.140562281,0.137651861,0.131402597,0.125530779,0.068241134,0.124130845,0.058459714,0.038681574,0.009317498,-0.004550393,-0.010709186,-0.014222721,0.109203962,0.109212404,0.219993829,0.219559384,0.21817651,0.217240298,0.214987997,0.210200818,0.204464788,0.201490563,0.202290395,0.156929084,0.109199849,0.144903601,0.24715574,0.367557019,0.461464609,0.5211888,0.552478289,0.577713418,0.591574089,0.572446866,0.542750267,0.110720377,0.544186138,0.131732901,0.158604135,0.184185312,0.20563437,0.217045109,0.219353548
t136,0.963236392,0.963252306,1.256180286,1.248266935,1.223110557,1.190856576,1.144299865,1.07260859,1.031639338,1.033003569,1.029608488,1.056788802,0.963285625,1.250580192,1.565535665,1.88998878,2.144120693,2.386133432,2.519929886,2.632531166,2.696899652,2.619752884,2.506964445,0.966682196,2.535388708,1.005015492,1.054698825,1.119887829,1.177514434,1.214509606,1.247821212,0.227954195,0.227915935,0.090330402,0.079557004,0.069505888,0.063149451,0.059715395,0.059391743,0.062818655,0.072923285,0.103173319,0.275702426,0.22797501,0.584615657,0.944221716,1.258832653,1.493575448,1.645161262,1.726375181,1.790644536,1.825973803,1.779271036,1.710622268,0.227729856,1.714815246,0.223328434,0.208145291,0.175454058,0.133357048,0.107220205,0.098104874,0.083905086,0.083962314,-0.022537859,-0.033394363,-0.047457948,-0.05695181,-0.058573883,-0.055516537,-0.0489746,-0.038759355,-0.018089069,0.041556776,0.083883785,0.233577564,0.286951393,0.276663512,0.268134475,0.262647748,0.258032948,0.254734755,0.249467537,0.23598516,0.223157614,0.083155788,0.221986085,0.071071483,0.046957068,0.012717034,-0.005286327,-0.01197378,-0.016101975,0.107722544,0.107729953,0.222573332,0.221920079,0.219921705,0.218078147,0.214764523,0.208891871,0.202313117,0.199284094,0.202311354,0.164810705,0.107718527,0.147571752,0.239703927,0.357609512,0.452658116,0.514501212,0.54774173,0.574308417,0.589248103,0.571836038,0.544468598,0.109135745,0.546919459,0.129813622,0.158173451,0.18616506,0.20896051,0.219636821,0.221841713
t137,0.923822224,0.923785269,1.178978086,1.154156804,1.111692786,1.104343772,1.088774204,1.052517295,1.024995804,1.030831695,1.030886173,1.062871695,0.92383337,1.266570449,1.617547512,2.01304388,2.272874594,2.410479546,2.463254929,2.514519453,2.545491457,2.472258091,2.375556469,0.929382622,2.411010742,0.992536604,1.069649458,1.149847388,1.180717707,1.1882658,1.186656117,0.187533805,0.187499163,0.052216333,0.042679037,0.034259446,0.029015037,0.026561573,0.027168856,0.031105802,0.040427483,0.066517841,0.21824958,0.187550998,0.500952578,0.836206294,1.136469848,1.365184191,1.515039311,1.596461337,1.659074807,1.694670775,1.659278197,1.608170717,0.187228255,1.620298048,0.181300098,0.163907093,0.130581908,0.091195899,0.068736014,0.059908021,0.078483678,0.078514077,-0.020292953,-0.030997887,-0.04155127,-0.048291333,-0.05100302,-0.049557161,-0.04402272,-0.033612017,-0.015668869,0.036037318,0.078506447,0.178629145,0.173979983,0.169271037,0.166192785,0.165722579,0.165199026,0.163096607,0.158581853,0.150914565,0.145438939,0.077915676,0.145519376,0.067122072,0.043667626,0.00904471,-0.004203924,-0.009826663,-0.013913906,0.093281057,0.093284713,0.170726353,0.169938233,0.16851257,0.167657835,0.166023953,0.16281059,0.159359462,0.159108288,0.165347175,0.150487567,0.093279972,0.152824923,0.219229142,0.303113354,0.372497447,0.418622718,0.443616854,0.463781245,0.474850899,0.460243073,0.438184205,0.094242241,0.440365146,0.108973642,0.130092262,0.150555184,0.165488845,0.170483445,0.170782532
t138,0.907129884,0.907103956,1.212707639,1.204451919,1.18673861,1.165755749,1.131256104,1.075788736,1.026120186,1.018598557,1.017539859,1.044953465,0.907081664,1.257399797,1.50691855,1.758856773,2.000876427,2.219765186,2.339170933,2.440047264,2.499640465,2.435181379,2.33733654,0.913035274,2.359403133,0.984976768,1.054693818,1.119562745,1.162280202,1.190498114,1.206383228,0.207423031,0.207386065,0.069466111,0.059310464,0.050213514,0.044496629,0.041644004,0.041822954,0.045497146,0.055047649,0.0817996,0.250044193,0.207442791,0.549638164,0.899962328,1.208398444,1.439751001,1.589570026,1.670014094,1.733072922,1.768035538,1.725218895,1.663078573,0.207103003,1.67098704,0.201381844,0.184784516,0.151696401,0.110756388,0.085952493,0.077268878,0.0768383,0.07680136,-0.021006843,-0.030697031,-0.041870624,-0.049637944,-0.052302767,-0.050370604,-0.044749983,-0.035110772,-0.017016441,0.052482955,0.076857314,0.250979602,0.245457858,0.23874867,0.232862428,0.229300052,0.226420417,0.224435493,0.221285418,0.212723821,0.206238881,0.07664869,0.210641533,0.069645956,0.049169991,0.015836341,-0.004533506,-0.01075882,-0.014586243,0.099655448,0.099662713,0.194749542,0.193986184,0.192478016,0.191520714,0.189552457,0.185550207,0.181002696,0.179642073,0.183486384,0.147993926,0.099652035,0.124990414,0.202223445,0.306722082,0.391980348,0.448007555,0.478632249,0.503185605,0.517246007,0.502747788,0.479934556,0.100898701,0.483883454,0.118897802,0.143299831,0.166994357,0.185835318,0.193902085,0.19472373
t14,0.887618303,0.887593925,1.022588968,0.999687076,0.986485779,0.986338556,0.987859964,0.983898044,0.975100279,0.966665506,0.963732123,0.967230976,0.887636304,0.975336194,1.305486679,1.687258124,1.97650063,2.150257587,2.223515272,2.276726484,2.298026085,2.223439932,2.104604721,0.886761904,2.091735125,0.961456001,1.039977193,1.078400135,1.081998944,1.067873836,1.04547441,0.362881992,0.362864071,0.28610966,0.268014959,0.251821346,0.24350664,0.240479488,0.242341707,0.250353746,0.270848301,0.328280172,0.464588804,0.362891973,0.675998577,0.91042466,1.105095715,1.240998125,1.319812439,1.353212476,1.379906191,1.390935645,1.344943655,1.280447838,0.363962312,1.266283864,0.379101873,0.390877667,0.382635231,0.35408822,0.322166855,0.301189507,0.113528214,0.113720365,-0.018328814,-0.026382148,-0.034291923,-0.039945062,-0.042810977,-0.042017471,-0.037488502,-0.029239038,-0.011417679,0.133728206,0.113542877,0.315295517,0.379945427,0.421203107,0.438091844,0.440517545,0.436881185,0.436353028,0.434880465,0.421980858,0.407961041,0.111944094,0.407206357,0.088212453,0.06103779,0.027294129,-0.002809593,-0.009528165,-0.013890132,0.124673941,0.124680642,0.228494543,0.232596879,0.238715466,0.245786259,0.252178796,0.255935594,0.256478434,0.252898249,0.230471036,0.154784958,0.1246662,0.129365536,0.281112268,0.446584311,0.570429404,0.642909334,0.675053286,0.697597855,0.707500545,0.681199314,0.641125559,0.126139196,0.632443243,0.145139834,0.166995604,0.186564585,0.207076951,0.223467594,0.227813841
t15,0.912638485,0.912573695,0.953729331,0.939478934,0.935659289,0.944532335,0.952390373,0.952289164,0.946797073,0.945788801,0.95236814,0.955843329,0.91264993,1.08930707,1.512369871,1.932301044,2.2138412,2.400834084,2.471984625,2.522707701,2.539419651,2.443721294,2.307329178,0.91409266,2.291755915,0.952250004,1.003265738,1.023474574,1.015576124,0.996168435,0.972895145,0.369969984,0.369951157,0.282524277,0.261428016,0.240546524,0.228593003,0.223707042,0.225628188,0.236225858,0.265490489,0.349158783,0.521499278,0.369980965,0.778387516,1.05256325,1.271696786,1.418364054,1.498931429,1.529285329,1.55349554,1.56183321,1.507389354,1.430639447,0.370837359,1.408297129,0.384158523,0.395605823,0.387534211,0.356679819,0.320839226,0.297985097,0.110700898,0.110712774,-0.011388848,-0.017470319,-0.026014483,-0.032227308,-0.03604785,-0.03692117,-0.033448018,-0.024307286,-0.000768488,0.235141978,0.1107032,0.317991018,0.394418091,0.4459849,0.477478206,0.483088732,0.481108397,0.482375026,0.48328349,0.470467955,0.453772873,0.11071901,0.449578285,0.114001818,0.121513315,0.084696256,0.024468372,-0.006064204,-0.009710799,0.142941027,0.142943097,0.213873734,0.218549389,0.226123529,0.234197118,0.241400416,0.246445489,0.248838982,0.246316475,0.217413697,0.148881788,0.142934968,0.163981588,0.328828729,0.495913167,0.618111146,0.687147999,0.714951335,0.733331004,0.739449764,0.708920006,0.663950591,0.144104215,0.651735074,0.158844519,0.173813793,0.184896059,0.198808488,0.212449051,0.215007892
t16,0.917544723,0.91752404,1.270852089,1.284454465,1.259825349,1.216171861,1.144534469,1.054667473,1.024490476,1.021219611,1.022746921,1.024138689,0.917517483,1.029340029,1.124750376,1.348163486,1.631258011,1.816437721,1.913817286,1.984928012,2.019736528,1.960404634,1.871854186,0.922357619,1.863409042,0.983379185,1.044690609,1.080512285,1.10560739,1.127561092,1.214434385,0.3045716,0.304557356,0.213995814,0.196025083,0.181556959,0.173410612,0.169653177,0.169969265,0.175389308,0.191740346,0.243443255,0.370611333,0.304579156,0.570569225,0.799740332,0.999904501,1.147532241,1.239053739,1.282130149,1.313027181,1.325772435,1.285396038,1.231328639,0.305433837,1.224891464,0.317175828,0.323881878,0.311398669,0.282226856,0.252078401,0.231162546,0.066224456,0.066147655,-0.017982742,-0.025579099,-0.032490812,-0.0373035,-0.039118897,-0.037379455,-0.033101827,-0.02630703,-0.011863939,0.091386534,0.066369444,0.178467155,0.17826657,0.17723453,0.175883055,0.174469203,0.171850309,0.169263229,0.166713983,0.163387254,0.162697881,0.064933933,0.164526656,0.047279522,0.02830977,0.004136901,-0.005616761,-0.011386473,-0.014184295,0.132421534,0.132429792,0.234329943,0.237094201,0.239593831,0.242959539,0.245266451,0.245103291,0.243466038,0.242697204,0.232924602,0.181641475,0.13241511,0.097960858,0.111836964,0.225577748,0.325089121,0.389652756,0.422682618,0.444434729,0.454676253,0.441122376,0.421257007,0.134061037,0.423634923,0.154887283,0.178395514,0.198504608,0.21606876,0.22823243,0.232106871
t17,0.884588957,0.884598136,1.042355299,1.019762754,1.003253341,1.001439095,1.004004717,0.999930263,0.992391407,0.986358941,0.996480227,1.026458621,0.88460654,1.097094178,1.150815487,1.305023432,1.493906736,1.667818904,1.760583282,1.821562767,1.855223417,1.829056978,1.79577446,0.890867949,1.835485935,0.97011286,1.051566482,1.095262289,1.099205613,1.084275007,1.063264728,0.243017945,0.243007238,0.117777463,0.099801454,0.085384755,0.075657254,0.070285253,0.069474882,0.073301739,0.086116338,0.123856159,0.226605926,0.243022673,0.400719173,0.611315057,0.808912913,0.96507816,1.069095279,1.123487395,1.159433279,1.175311619,1.146448005,1.109818574,0.243516553,1.112830823,0.24928079,0.246641548,0.225421559,0.191691159,0.160025718,0.137036584,-0.000501573,-0.000498957,-0.020334296,-0.026562924,-0.032640811,-0.03728155,-0.039355215,-0.037862223,-0.034140613,-0.029199326,-0.017883344,-0.001468517,-0.000500517,-0.000556043,-0.000581323,-0.000567983,-0.000563289,-0.000595756,-0.000457655,-0.000201406,-0.000243415,-0.000248908,-0.000137292,-0.000538011,-0.000164077,-0.001051017,-0.001483834,-0.002235083,-0.006601359,-0.011915693,-0.015473993,0.137013974,0.137016661,0.160981195,0.154295978,0.148460144,0.144911188,0.142946024,0.141963243,0.14228642,0.146464312,0.155393815,0.15624326,0.137011588,0.176882539,0.249929545,0.347781389,0.436869503,0.499947284,0.5344399,0.556708374,0.567115175,0.555028816,0.540387334,0.138015722,0.547245116,0.150857399,0.164298753,0.172788535,0.176466083,0.174855661,0.168226266
t18,0.940864682,0.940877378,1.195830345,1.214036584,1.187828541,1.133916497,1.123877168,1.123619556,1.106425405,1.074471235,1.072287202,1.074396968,0.940880895,1.086048961,1.257936001,1.426262617,1.649206638,1.794330835,1.880183697,1.956039786,2.004716635,1.962154627,1.896293521,0.945554137,1.910181165,0.999164343,1.047879577,1.085444093,1.114215851,1.125829101,1.130706191,0.200169548,0.200160609,0.130272903,0.120143516,0.112134825,0.10781145,0.106437618,0.107686597,0.112204655,0.125282141,0.161381363,0.248604332,0.200170614,0.395507747,0.574517678,0.745796784,0.884926549,0.98159205,1.035941713,1.073279889,1.093582894,1.078050611,1.058397452,0.200626925,1.068549389,0.207353947,0.209903112,0.19860119,0.177256101,0.156332538,0.141432815,-0.006363582,-0.006362423,-0.01480998,-0.020704916,-0.026020059,-0.029571975,-0.030643517,-0.029214038,-0.025987351,-0.022659691,-0.013799573,-0.00044147,-0.006388576,-0.003543458,-0.00501141,-0.005752313,-0.006209114,-0.006451007,-0.00626867,-0.006231905,-0.006157112,-0.005675983,-0.005744878,-0.006475067,-0.007767897,-0.007058718,-0.006133842,-0.002604515,-0.003007575,-0.007555292,-0.010712638,0.132957178,0.13295819,0.216976392,0.22088265,0.225194705,0.231086679,0.235969752,0.238216409,0.238364557,0.237980402,0.236456189,0.223226322,0.132957344,0.20069126,0.187776522,0.195611355,0.217907789,0.238228325,0.249363295,0.25766547,0.261685337,0.255883905,0.250287483,0.134338915,0.256988007,0.151833339,0.171566368,0.187669512,0.199586152,0.207731568,0.212611679
t19,0.935925305,0.93592447,1.127420068,1.132175326,1.143830419,1.154532433,1.14284873,1.106789947,1.07039988,1.093576312,1.109121919,1.115723491,0.935910642,1.122779012,1.239409447,1.398105502,1.66369772,1.837837815,1.928367972,2.01039958,2.06454587,2.025448322,1.95824945,0.940856934,1.968028784,0.998414397,1.051496029,1.09835434,1.12590456,1.132423878,1.131047845,0.226507039,0.226488924,0.093246154,0.081632986,0.072873874,0.067821644,0.06572547,0.066478003,0.07006935,0.078981614,0.105122501,0.213815428,0.226513749,0.416437653,0.671137175,0.917984464,1.119286456,1.258579007,1.336908414,1.391360126,1.420484222,1.396273663,1.364581981,0.226677222,1.379789836,0.227774765,0.218466525,0.190811375,0.15351945,0.122423538,0.105027244,0.011264057,0.01113198,-0.018698959,-0.026796291,-0.034058269,-0.039230809,-0.041196734,-0.039506309,-0.034890097,-0.027886663,-0.013810766,0.003135739,0.011196746,0.003030143,0.004942158,0.007502677,0.00979904,0.011521515,0.012431089,0.013428318,0.015544588,0.01873802,0.025885262,0.01098284,0.040890701,0.006134532,0.002042249,-0.000608299,-0.003495264,-0.008826989,-0.012549576,0.135291389,0.13529401,0.209570769,0.208875067,0.208925315,0.211049459,0.213140911,0.213848711,0.213715912,0.214753453,0.217465592,0.199040682,0.135290778,0.168909846,0.169323137,0.210775213,0.262926597,0.302905082,0.326069771,0.343631828,0.353419991,0.345752358,0.335004674,0.136580351,0.341095425,0.153563845,0.174215308,0.192020398,0.204449556,0.210542535,0.210596942
t2,0.960627615,0.960597932,0.973838747,0.934792459,0.902728915,0.883771718,0.871783555,0.864062011,0.863345385,0.88351649,0.955035448,1.048849463,0.960643947,1.218311191,1.511513233,1.826501012,2.128705978,2.371161222,2.491549492,2.572339296,2.61469388,2.544742823,2.442567348,0.963168263,2.434353113,0.996812642,1.065619469,1.096295118,1.084994316,1.053095579,1.014336705,0.293532497,0.293509775,0.092006842,0.07137876,0.053794826,0.041921716,0.035160237,0.034163125,0.039108759,0.05443148,0.103855714,0.273704473,0.293543817,0.559252971,0.898923175,1.20826736,1.445577837,1.598940314,1.677382783,1.732125187,1.757119297,1.707310796,1.637740664,0.293396695,1.632747754,0.29121973,0.277865613,0.2422136,0.189873876,0.141958357,0.112406365,0.002039341,0.002058219,-0.013478826,-0.021455104,-0.029458189,-0.036356881,-0.039050344,-0.037435278,-0.032336511,-0.025006194,-0.011332338,-0.00128205,0.002235463,0.007155827,0.007909711,0.007514869,0.007296992,0.007949705,0.010037418,0.012467709,0.015288626,0.018131431,0.018765759,0.001743629,0.015974158,-0.000216202,-0.000294281,-0.000578287,-0.001996592,-0.00523703,-0.00747649,0.125358779,0.125361825,0.149746811,0.139819727,0.130156978,0.123132014,0.118889276,0.117260146,0.118814605,0.127893104,0.150613469,0.160252473,0.125356369,0.184647364,0.243581892,0.317399624,0.382599938,0.426679381,0.449453692,0.466459426,0.474641242,0.458828188,0.435921262,0.126200353,0.435560603,0.137585806,0.150880804,0.160795422,0.166209656,0.166044929,0.159183246
t20,0.941592693,0.941583276,1.846765518,1.84704268,1.73488462,1.567726612,1.358989358,1.15454936,1.11607039,1.092911959,1.084840894,1.076242447,0.941578507,1.174963355,1.31575501,1.451777697,1.743107796,1.939092994,2.044558525,2.131246567,2.183743715,2.136658907,2.063575268,0.946262956,2.081943035,0.999786615,1.052578211,1.146739483,1.35345161,1.56693697,1.74704206,0.231454331,0.231445049,0.184515908,0.174886838,0.166750133,0.162004056,0.158854729,0.15637405,0.155130043,0.159231708,0.182170846,0.255892046,0.231456929,0.383156108,0.541011247,0.692556625,0.815642737,0.900914568,0.948699384,0.982426851,1.000434137,0.983030774,0.960517995,0.232352137,0.969148417,0.2440657,0.251481689,0.244064714,0.225688525,0.20700285,0.193972253,-0.001347736,-0.00135789,-0.015918607,-0.023173155,-0.029725138,-0.034173977,-0.036138471,-0.034666877,-0.030334145,-0.023059042,-0.010093633,-0.011640175,-0.001367025,-0.017796922,-0.021848643,-0.023892839,-0.024693057,-0.02586611,-0.026094664,-0.025743445,-0.024945362,-0.023666551,-0.023942024,-0.001437227,-0.025544656,-0.002321775,-0.002792917,-0.002220809,-0.003311713,-0.007061889,-0.010571836,0.171364169,0.171364647,0.280270944,0.282878848,0.284121483,0.285692188,0.285038308,0.2804897,0.273052333,0.264848468,0.25415828,0.227177376,0.171364141,0.209269312,0.242291979,0.312252698,0.381612701,0.43001565,0.455025075,0.471720524,0.479451195,0.4677131,0.453087991,0.17309618,0.457460892,0.195101245,0.219925264,0.240286604,0.256116808,0.268049527,0.275439711
