fid,max0,max1,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,max2,max20,max21,max22,max23,max24,max25,max26,max27,max28,max29,max3,max30,max4,max5,max6,max7,max8,max9,mean0,mean1,mean10,mean11,mean12,mean13,mean14,mean15,mean16,mean17,mean18,mean19,mean2,mean20,mean21,mean22,mean23,mean24,mean25,mean26,mean27,mean28,mean29,mean3,mean30,mean4,mean5,mean6,mean7,mean8,mean9,min0,min1,min10,min11,min12,min13,min14,min15,min16,min17,min18,min19,min2,min20,min21,min22,min23,min24,min25,min26,min27,min28,min29,min3,min30,min4,min5,min6,min7,min8,min9,std0,std1,std10,std11,std12,std13,std14,std15,std16,std17,std18,std19,std2,std20,std21,std22,std23,std24,std25,std26,std27,std28,std29,std3,std30,std4,std5,std6,std7,std8,std9
t68,0.976305425,0.976273119,1.252413511,1.233139515,1.19491744,1.156540751,1.109606504,1.058939457,1.0239079,1.012423635,1.026411653,1.138151646,0.976299405,1.293503761,1.836004257,2.390557528,2.872702599,3.207226038,3.395402193,3.549850464,3.633759499,3.519590139,3.364159346,0.978833139,3.419335842,1.011404872,1.05326426,1.12723577,1.186273575,1.220890641,1.242353082,0.237639965,0.237596749,0.115856881,0.104946058,0.095137167,0.090498867,0.089223974,0.091527961,0.099023504,0.116801043,0.177661994,0.39319737,0.23766575,0.743924335,1.128120248,1.440663177,1.658040349,1.789932725,1.854964132,1.909691519,1.937285321,1.873347182,1.779466664,0.237044873,1.76942519,0.231276811,0.221910634,0.198342797,0.160394111,0.133481547,0.122753829,0.004549461,0.0045541,-0.032859404,-0.052230746,-0.074925922,-0.089477144,-0.09249527,-0.086660378,-0.076877847,-0.063793175,-0.029890189,0.125159875,0.004555991,0.227457136,0.303016871,0.291741252,0.28200826,0.276052088,0.270375311,0.265460968,0.25850597,0.244515315,0.232312322,0.004339335,0.231706887,0.002264788,0.001997549,0.002122731,-0.012846346,-0.022627449,-0.025536632,0.124278617,0.124280641,0.211448375,0.213056777,0.214856216,0.217457141,0.219204726,0.218772519,0.217290946,0.217191727,0.210233309,0.148974399,0.124275052,0.21102727,0.412580673,0.598516404,0.733197565,0.816225146,0.858748363,0.893832104,0.911969861,0.877665559,0.825354056,0.12536859,0.822864776,0.141674607,0.163188341,0.184016103,0.20233945,0.210038531,0.210972361
t69,0.806562603,0.8065207,1.305336356,1.282886028,1.225490808,1.170553565,1.114034534,1.059096694,0.994532704,0.935518265,0.895778894,0.938635349,0.806601584,1.277265549,1.617942333,2.038375854,2.374803543,2.627883196,2.761240482,2.872265816,2.934556007,2.844471693,2.712315798,0.815756619,2.735628605,0.928793252,1.044120312,1.133722544,1.204442024,1.252298117,1.28214097,0.236501216,0.236460107,0.054981975,0.041868412,0.030617473,0.024181849,0.021597871,0.023470537,0.030508066,0.045810079,0.090090064,0.294116492,0.236525275,0.644955162,1.050265528,1.401881405,1.660975395,1.824854206,1.909693074,1.976495488,2.011222573,1.952101035,1.864645716,0.235792004,1.859933889,0.226124996,0.205956369,0.167784043,0.116723347,0.079758259,0.065124665,0.076456003,0.076457746,-0.024763433,-0.036269441,-0.047128595,-0.054452714,-0.057738658,-0.056101304,-0.04953368,-0.038202595,-0.013982053,0.111477308,0.076456748,0.266667724,0.273936003,0.273806125,0.267328531,0.262316912,0.25738734,0.2535505,0.251014382,0.247370154,0.248027921,0.077423699,0.259173393,0.090304032,0.073328264,0.026741244,-0.005296411,-0.013229926,-0.017658688,0.08757736,0.087576827,0.122133518,0.122123585,0.122435611,0.124017007,0.12601597,0.127756554,0.12992243,0.134963044,0.145281387,0.119151704,0.08757639,0.161341529,0.29688395,0.432446503,0.536323686,0.602931508,0.638022536,0.66556669,0.679869383,0.656916688,0.622067354,0.087705651,0.620992033,0.092277153,0.101964322,0.113227853,0.122858968,0.125085012,0.122982121
t7,0.998537183,0.998561442,1.086329818,1.071840048,1.058812022,1.054778218,1.048208714,1.031593084,1.012123585,0.998150468,1.023136616,1.062725306,0.998476446,1.259508491,1.6334306,2.12392354,2.452381849,2.631883383,2.701457977,2.76205349,2.794415712,2.705109358,2.577515125,0.999551117,2.565463781,1.018077135,1.066846132,1.108052492,1.121060133,1.111584544,1.098027825,0.255974501,0.25594955,0.148557394,0.130899078,0.11365091,0.101944795,0.094943476,0.093572722,0.099426079,0.120174528,0.191655437,0.375642479,0.255987121,0.658205215,0.964780705,1.213875279,1.384512475,1.482988518,1.525576689,1.558706035,1.573154161,1.522526999,1.450494673,0.255889481,1.434705967,0.257337154,0.257296076,0.242979346,0.211339375,0.180584617,0.162354865,0.001406117,0.001376543,-0.016921757,-0.025312802,-0.032837968,-0.038573962,-0.040921848,-0.04035994,-0.036422532,-0.02998434,-0.010975202,-0.001330629,0.001385497,0.016624633,0.025781224,0.025679596,0.025594663,0.025599875,0.025903758,0.026516536,0.02723922,0.027330764,0.026813917,0.001254538,0.026352527,-0.000251573,-0.000771685,-0.001169008,-0.00484017,-0.011738081,-0.014142749,0.148833469,0.148839433,0.18949868,0.184444557,0.17950193,0.176339062,0.174754419,0.173785731,0.173461861,0.176816348,0.181751222,0.175739145,0.148827395,0.221905955,0.325366118,0.428528917,0.504814885,0.549465291,0.568866248,0.583982019,0.591246267,0.571365873,0.541939318,0.150052006,0.537709425,0.165800931,0.182378063,0.19348209,0.20068889,0.201149052,0.195452042
t70,0.850183666,0.850136042,1.199869752,1.176442981,1.144206047,1.130695105,1.108517051,1.066012621,1.016838551,0.981312811,0.955061316,0.938652396,0.850157857,1.255503654,1.647640228,1.973727822,2.325927734,2.561619282,2.674084663,2.779788256,2.84986496,2.773738861,2.654567003,0.857633412,2.671056509,0.950266182,1.042302489,1.116980076,1.158417821,1.178614974,1.185011029,0.200126333,0.200087803,0.048990273,0.039206173,0.030787781,0.026165857,0.024726402,0.027166922,0.034218573,0.048482828,0.085644692,0.267701288,0.200147208,0.582631622,0.947487555,1.265509708,1.501388356,1.651925363,1.730926504,1.792927205,1.826433103,1.778342373,1.707627967,0.199526478,1.70892357,0.191050493,0.172960704,0.139331309,0.096217778,0.067124902,0.056508966,0.071834862,0.071679212,-0.022576494,-0.032927543,-0.044515144,-0.053749323,-0.056836981,-0.055524629,-0.049180802,-0.037694145,-0.013632019,0.081296489,0.071768992,0.25726831,0.249307126,0.239343449,0.229249477,0.219760835,0.208779991,0.199223652,0.19346945,0.196753174,0.221605092,0.071967445,0.24660176,0.069679648,0.054142669,0.016776687,-0.004676908,-0.010640771,-0.015456681,0.08308739,0.083082377,0.122342443,0.123295011,0.124422012,0.126684472,0.129157729,0.131203303,0.133584166,0.138629859,0.149265064,0.130712251,0.083090246,0.175904084,0.304143257,0.432651593,0.531009944,0.593965149,0.626987927,0.65321939,0.666837181,0.644131299,0.609576795,0.083101973,0.607475037,0.08659073,0.096356326,0.1085481,0.118805717,0.12218788,0.121815421
t71,0.920667231,0.920651972,1.348798633,1.317671776,1.241017342,1.147154808,1.087608337,1.055399895,1.041950107,1.056614399,1.074570775,1.103263021,0.920663953,1.250100017,1.585232258,1.952092052,2.343850613,2.593880177,2.736156702,2.852001905,2.917140961,2.832374096,2.710156202,0.925475895,2.735684395,0.989646912,1.055682421,1.114020228,1.148960829,1.233608842,1.317038655,0.249067873,0.249027558,0.08611381,0.074199233,0.063535999,0.057066419,0.053973142,0.054531857,0.059458334,0.071665373,0.107783888,0.303869332,0.249091477,0.639982592,1.027689451,1.363059701,1.610329234,1.768105004,1.85137571,1.918023603,1.953624955,1.897850835,1.815119692,0.248585574,1.8133677,0.241747009,0.224839621,0.189875713,0.142453846,0.107451586,0.095074095,0.078273781,0.078276753,-0.021086609,-0.03192186,-0.046705808,-0.056403518,-0.059874948,-0.05780473,-0.051655408,-0.041322179,-0.014720211,0.086422913,0.078269251,0.268163979,0.261779308,0.253841788,0.246061519,0.23923853,0.232173324,0.227089837,0.221892342,0.211231679,0.199404001,0.07938537,0.19415243,0.0935525,0.074544236,0.026351348,-0.003881836,-0.009763109,-0.013950124,0.101624128,0.101630999,0.200206073,0.199486396,0.198223342,0.19787086,0.197175662,0.195218271,0.193435271,0.195561206,0.201873696,0.157039342,0.101618676,0.137670396,0.244574831,0.374787197,0.477810957,0.544170086,0.57971527,0.608199499,0.624169835,0.605017961,0.57451191,0.102728401,0.576311524,0.119675585,0.143654001,0.167715987,0.188441776,0.199581992,0.200556711
t72,0.892553985,0.892518878,1.283881307,1.273633003,1.242501616,1.20462358,1.150135279,1.071250081,1.017104268,1.008182645,1.008957982,1.019109368,0.892560661,1.262615919,1.556577444,1.877145767,2.169900656,2.405320883,2.538461208,2.647830248,2.709912539,2.636268854,2.527637482,0.89895153,2.548629522,0.979363263,1.058407903,1.126968503,1.190406203,1.236515045,1.268076062,0.234841718,0.234800546,0.067730691,0.056925653,0.047270338,0.041562666,0.039107254,0.040254781,0.045552414,0.057435304,0.089990563,0.285924966,0.234866,0.625146642,1.018423576,1.360641986,1.614435659,1.777279048,1.863857635,1.932676739,1.969424488,1.913753747,1.831213631,0.234320902,1.830516149,0.226480486,0.207458732,0.170152557,0.12148858,0.087200138,0.075934885,0.074487574,0.074462935,-0.022880027,-0.034976278,-0.047532395,-0.056242865,-0.059467811,-0.057443678,-0.051045515,-0.040439218,-0.01583497,0.088497601,0.0744728,0.268465728,0.277754873,0.281965792,0.282035053,0.274363399,0.26796788,0.265613526,0.264992595,0.256364107,0.242027909,0.075405799,0.23736681,0.087611556,0.070578583,0.026349453,-0.004394453,-0.011346781,-0.015764041,0.092056212,0.09205957,0.18210219,0.182223678,0.181941425,0.182238227,0.1817415,0.179505239,0.176885673,0.177129775,0.181043878,0.133621878,0.092053024,0.12961836,0.254830418,0.391386835,0.497536045,0.566101526,0.603108259,0.632448459,0.648663494,0.628902936,0.597801751,0.093013766,0.599284541,0.107897927,0.129487189,0.151687492,0.170899936,0.180865029,0.181830196
t73,0.898239315,0.898241818,1.237016559,1.221019626,1.193234921,1.162570596,1.117435813,1.05079937,1.022849679,1.011591792,1.00937295,1.088336825,0.898200274,1.267449141,1.607142925,2.037839413,2.401761532,2.648024321,2.782069206,2.892946959,2.954369307,2.866693735,2.740010977,0.904850781,2.76144886,0.982630789,1.05423069,1.133089542,1.188122153,1.219486237,1.234799385,0.243889695,0.243844923,0.061513492,0.050462307,0.040765047,0.035388332,0.033504399,0.035373315,0.041432628,0.053769232,0.086987828,0.294458481,0.243916655,0.657271292,1.077429108,1.441448939,1.71005787,1.881631031,1.972846559,2.046617126,2.086224339,2.024841746,1.932537446,0.243240964,1.929579174,0.233570458,0.211719015,0.170673225,0.117582901,0.080586526,0.069519181,0.071428567,0.071504734,-0.024485312,-0.035867352,-0.048355874,-0.056901611,-0.060994852,-0.059228342,-0.052055102,-0.039505553,-0.014294027,0.099489905,0.071354628,0.287400514,0.29638207,0.299080878,0.298935086,0.298598528,0.292884678,0.287922114,0.284687221,0.280098379,0.276855916,0.070406236,0.284657031,0.059278022,0.047056969,0.020706814,-0.004229029,-0.011732472,-0.016699923,0.090474366,0.090473768,0.174399654,0.175039015,0.175594253,0.176830464,0.177373285,0.176264333,0.174718877,0.175504626,0.178031485,0.126832689,0.090473821,0.146091728,0.299195289,0.45307642,0.570144677,0.645150099,0.685636902,0.718500275,0.73655636,0.712312345,0.673864924,0.091141,0.673140721,0.10290528,0.122046346,0.143176894,0.162635713,0.173158075,0.174078147
t74,0.934800208,0.934875906,1.374618411,1.375323176,1.341995955,1.29132688,1.215823054,1.1097188,1.027161241,1.025917172,1.023055196,1.023627996,0.93483299,1.280389547,1.684509754,2.057825089,2.313835144,2.565422297,2.699682713,2.811926365,2.874790907,2.789622545,2.663589001,0.940406144,2.681404829,1.005767107,1.060185313,1.134593606,1.209943056,1.28051734,1.337767959,0.22622607,0.226182067,0.043945288,0.032851111,0.022923036,0.017012028,0.014675411,0.016447256,0.022736818,0.035675516,0.069406334,0.275763388,0.226252145,0.636555165,1.053993191,1.416147639,1.683705328,1.854553872,1.945109317,2.017496398,2.056386675,1.997842247,1.910397039,0.225478633,1.909085885,0.214536492,0.191391385,0.149824039,0.0974563,0.063523999,0.052315343,0.075594291,0.0755959,-0.025250992,-0.036485557,-0.046693157,-0.055552401,-0.059332907,-0.057932783,-0.051212855,-0.039564285,-0.014823561,0.099693425,0.075590096,0.27283144,0.270688951,0.266430497,0.260446966,0.254889905,0.250270098,0.248990253,0.243711188,0.237987429,0.241986334,0.076668523,0.242803171,0.090459712,0.061436266,0.020863496,-0.005350241,-0.012394477,-0.017329464,0.084334162,0.084333952,0.139344624,0.139419601,0.139568855,0.14063335,0.141791034,0.142348282,0.14304901,0.146622251,0.155374224,0.1209836,0.084333277,0.134024802,0.253052068,0.379524846,0.477939157,0.541871804,0.576632121,0.604502171,0.619888773,0.600504641,0.570058745,0.084734353,0.571065458,0.092823209,0.107227893,0.123276165,0.136922835,0.141307157,0.139913168
t75,0.886028886,0.886016607,1.272974849,1.245894909,1.190070271,1.122982502,1.084453225,1.055120707,1.022012353,1.003603578,0.995622516,1.009054065,0.885966063,1.250558019,1.548407197,1.856163859,2.215718985,2.462247372,2.591722488,2.696236134,2.755717039,2.681858301,2.573368311,0.892544985,2.59338522,0.974431038,1.054509163,1.118401289,1.169969797,1.221200228,1.262799382,0.235561621,0.235519905,0.058366738,0.047122452,0.03702023,0.030909322,0.02815554,0.029127105,0.034230804,0.045670139,0.077406505,0.273167565,0.235586109,0.617393599,1.01860069,1.369558311,1.630843233,1.798809421,1.888332432,1.95930828,1.997359556,1.941311238,1.857919135,0.234991147,1.857633293,0.226184154,0.205155402,0.165224519,0.114177505,0.078913799,0.067050807,0.087447613,0.087449878,-0.023841219,-0.034801528,-0.045364015,-0.05343429,-0.056704719,-0.05488034,-0.048749041,-0.039132018,-0.017093634,0.077593453,0.087445036,0.274536461,0.284011215,0.275114864,0.2637752,0.254742771,0.245833442,0.238648281,0.234006897,0.232480168,0.245294333,0.088359743,0.270297647,0.09385062,0.063772634,0.020555336,-0.004490362,-0.012551504,-0.017051233,0.087865238,0.087868919,0.170155129,0.169695604,0.168909087,0.168672137,0.167777719,0.16545548,0.162940499,0.163256376,0.167752194,0.126207152,0.087862741,0.125164728,0.242932955,0.371885918,0.472588243,0.537858632,0.573232203,0.601444613,0.617100228,0.598123556,0.568138716,0.088707347,0.569454975,0.102298896,0.12271971,0.143922773,0.161868476,0.170336166,0.170533837
t76,0.912458599,0.912409067,1.300286651,1.27919364,1.23037076,1.17271626,1.115377069,1.06292212,1.018625498,1.01329422,1.030194283,1.110428452,0.912438273,1.260277987,1.568665743,1.905220628,2.327847481,2.605233431,2.750060081,2.861573458,2.921617031,2.84439826,2.736242533,0.917645156,2.761695147,0.986220777,1.052643776,1.117988825,1.174714684,1.239083648,1.284844041,0.250681023,0.250649375,0.092916667,0.079545737,0.068553879,0.062896488,0.060882638,0.06235116,0.068000314,0.081797674,0.126838684,0.300290541,0.250698735,0.594599671,0.93785042,1.240016668,1.465435344,1.608803918,1.682044335,1.737326708,1.76462898,1.713168411,1.639170098,0.250331999,1.634705242,0.246066813,0.233733394,0.203899956,0.159620137,0.121703623,0.104291076,0.10249494,0.102597535,-0.020044081,-0.03044712,-0.04130327,-0.048623499,-0.051049013,-0.048903029,-0.043396544,-0.036050312,-0.014877326,0.130870551,0.102526821,0.290189117,0.286423266,0.271788359,0.260144234,0.252424151,0.245749727,0.240405887,0.236652941,0.233694687,0.235670432,0.100753464,0.253280848,0.084250495,0.070723511,0.037679181,-0.002439255,-0.009395207,-0.013630266,0.108805551,0.108806986,0.162450653,0.163243862,0.164725467,0.167673984,0.170790128,0.173055647,0.174983841,0.178499925,0.182035099,0.148194047,0.108803205,0.161206874,0.279574552,0.41352899,0.520810625,0.591062002,0.62836754,0.656221002,0.670571693,0.650177016,0.619467659,0.109370414,0.619684334,0.118426365,0.1310896,0.143552514,0.155198634,0.162630916,0.162719959
t77,0.912090123,0.912120223,1.319880366,1.300040603,1.247408509,1.190499902,1.145044327,1.075995207,1.017327309,1.016281843,1.016946912,1.067984819,0.91216439,1.252524972,1.453744411,1.801901221,2.186211824,2.441016674,2.5781672,2.681714535,2.735265493,2.660796642,2.56315279,0.917596936,2.603760004,0.987684011,1.05457902,1.123271585,1.185517788,1.23766911,1.296763062,0.223109955,0.223077772,0.085634021,0.075556843,0.066979508,0.062142358,0.060027547,0.060706467,0.064873524,0.075174594,0.109103701,0.27480712,0.223128043,0.555741088,0.883835537,1.172565009,1.3885519,1.527393665,1.60030252,1.656635135,1.686044468,1.639913404,1.573276556,0.222805825,1.574125863,0.218757035,0.206772387,0.178901452,0.139413563,0.107661724,0.094267237,0.082922652,0.082906939,-0.021322412,-0.033355322,-0.04471631,-0.051801901,-0.053925414,-0.051503886,-0.045328196,-0.035390556,-0.013792858,0.080851957,0.082921714,0.277596474,0.280890942,0.280541241,0.279037356,0.277495831,0.274066091,0.272076875,0.27020821,0.264142454,0.260415971,0.084033221,0.260140926,0.073089175,0.049617179,0.015858563,-0.003362859,-0.010504849,-0.014816063,0.108788426,0.108790966,0.193122512,0.192275255,0.190907772,0.190342812,0.189129454,0.186211558,0.182833341,0.181917595,0.181773784,0.138909834,0.108786638,0.147177965,0.269603676,0.403344869,0.507753577,0.574938172,0.610538998,0.638350812,0.653148748,0.632205172,0.599971504,0.109783562,0.59985071,0.124422501,0.144263479,0.163584421,0.180406888,0.190947534,0.193102892
t78,0.905892193,0.905894518,1.39935112,1.397375464,1.358780503,1.300963759,1.218020082,1.106448174,1.023179173,1.016443253,1.017312169,1.092411637,0.905851722,1.260834098,1.550080538,1.949082494,2.335597277,2.595873833,2.734797239,2.84702611,2.907613277,2.81976819,2.692610979,0.911994517,2.712863684,0.983608127,1.055562496,1.127235413,1.21309793,1.294753551,1.360147357,0.271582911,0.27154269,0.102153438,0.08983606,0.078881102,0.072641771,0.070023459,0.071183615,0.076920465,0.090396825,0.129152892,0.329871418,0.27160692,0.670979178,1.064450987,1.404361795,1.654266992,1.812788516,1.895620659,1.962278692,1.99742451,1.937804487,1.848584367,0.271155684,1.842200671,0.265281192,0.249523677,0.214626497,0.165171942,0.125750926,0.111275843,0.091498218,0.091476463,-0.022803804,-0.033432826,-0.045369413,-0.054438353,-0.057066798,-0.055573013,-0.049250148,-0.038279153,-0.015295632,0.11163763,0.091496408,0.308414578,0.315618008,0.305136263,0.294795722,0.287586272,0.280553937,0.273698747,0.266043574,0.252742887,0.241056025,0.0925304,0.238558084,0.106681682,0.083165199,0.036777943,-0.002566751,-0.010719455,-0.015578404,0.102866544,0.102872295,0.213399726,0.213605382,0.21335205,0.213985766,0.214046145,0.212500187,0.210865046,0.212963966,0.218644971,0.165817152,0.102861084,0.143918039,0.267302896,0.414516091,0.530418108,0.605065894,0.645129001,0.677074864,0.694702898,0.672367037,0.636491475,0.104030906,0.636462346,0.121911569,0.147293602,0.173112945,0.196281314,0.210668143,0.213050976
t79,0.89186281,0.891824722,1.244749427,1.217766285,1.176170826,1.155895591,1.122264624,1.068141222,1.018587351,1.009160519,1.010248303,1.047041059,0.891833365,1.220127583,1.531980753,1.894406319,2.303468943,2.572091341,2.719576597,2.838100195,2.902805567,2.81870079,2.705241442,0.898857713,2.738738537,0.981502354,1.057329655,1.126894593,1.171287179,1.198580027,1.225338817,0.234009352,0.233967423,0.058019101,0.046716082,0.036619282,0.030360145,0.027461102,0.028321924,0.033320217,0.044595622,0.075251258,0.270885994,0.234033753,0.615793519,1.017832856,1.369943698,1.632716318,1.802356893,1.893264692,1.965047954,2.003540805,1.948132368,1.866193973,0.233480306,1.867653138,0.224937988,0.203738277,0.163432201,0.112532946,0.078252277,0.066679114,0.096365228,0.096377857,-0.023938296,-0.035061974,-0.047944453,-0.05653831,-0.060121357,-0.058664214,-0.052746523,-0.042292725,-0.016889149,0.091444626,0.096373565,0.295192271,0.303490877,0.299475878,0.29484278,0.290421456,0.285954654,0.28387022,0.282209039,0.275327832,0.269087076,0.097402386,0.272012979,0.091503642,0.064204067,0.020746719,-0.005491754,-0.012892592,-0.017314307,0.090766391,0.090771556,0.177101978,0.176529642,0.175558513,0.175214466,0.174239384,0.171873494,0.169498802,0.17032214,0.175448875,0.133313078,0.090762781,0.111233474,0.210819114,0.331042806,0.426574886,0.489192973,0.5237043,0.551119508,0.566530693,0.549767541,0.523060348,0.091727409,0.525689532,0.106650501,0.128216622,0.150050799,0.168371581,0.176982391,0.177437451
t8,0.994306803,0.99441421,0.926688612,0.885321975,0.860804915,0.863676012,0.876624703,0.891297102,0.911308289,0.947585642,1.006421924,1.07498908,0.994375885,1.242990613,1.485454202,1.909066439,2.256459475,2.47682023,2.57496357,2.623771429,2.630119085,2.545484066,2.440130234,0.996802747,2.412443638,1.030213118,1.074272275,1.092452288,1.070418954,1.026804209,0.976004064,0.265958685,0.265939931,0.106399831,0.085648615,0.066936507,0.054694264,0.047651091,0.045976683,0.050621069,0.067919012,0.130463077,0.295789119,0.265969092,0.563632299,0.874821638,1.150733542,1.356220504,1.483999282,1.545323556,1.588041458,1.606072374,1.557125752,1.489704715,0.26588662,1.482083943,0.266253061,0.26035939,0.235991349,0.193627915,0.151609031,0.125332508,0.03927464,0.039310273,-0.011660491,-0.018844878,-0.025875553,-0.030506929,-0.031935647,-0.03039827,-0.027203664,-0.020900832,-0.01060764,0.005715596,0.039296512,0.059449207,0.059665281,0.059083998,0.059247114,0.061360978,0.064194992,0.067083389,0.069185339,0.069104619,0.068539619,0.039079178,0.068838105,0.034576762,0.02753149,0.017012695,-0.000594899,-0.00469865,-0.006893833,0.11721082,0.11721492,0.145587628,0.138345559,0.13192017,0.127873215,0.125976785,0.125541242,0.126695056,0.132636537,0.143249736,0.151174314,0.117206496,0.19551788,0.283077031,0.376447442,0.449658908,0.492962894,0.510361612,0.520918373,0.523399011,0.503330899,0.476710451,0.118211471,0.472160764,0.13091293,0.144063536,0.152524154,0.157409926,0.158427236,0.15302704
t80,0.89862746,0.898637533,1.309004903,1.285486102,1.220270634,1.142977953,1.102911472,1.0564394,1.016612411,1.007828951,1.010032654,1.026979089,0.898648143,1.267926455,1.57075572,1.856895089,2.161674023,2.403776407,2.535326242,2.643965721,2.706310034,2.635932684,2.53313756,0.904472232,2.559999466,0.981438875,1.053893566,1.120611787,1.168778896,1.194532156,1.274681568,0.230746623,0.230706454,0.07758113,0.066753159,0.056852752,0.050942563,0.048257392,0.049265755,0.054790375,0.06779781,0.105676633,0.301708455,0.230769921,0.633833561,1.014483927,1.341325757,1.580474681,1.731858076,1.81098282,1.874710756,1.908814034,1.854025638,1.772847669,0.230165526,1.770956629,0.222640836,0.206424617,0.173625774,0.128762492,0.096612661,0.085443323,0.074624673,0.074614443,-0.022157302,-0.032229956,-0.042768396,-0.051033892,-0.053581994,-0.051954586,-0.045648661,-0.035223123,-0.013594198,0.095512159,0.074608482,0.286450237,0.293629915,0.28876102,0.277231872,0.271055371,0.268278092,0.269229919,0.269045353,0.261920452,0.25232324,0.075626552,0.249942973,0.08897689,0.065843426,0.0207492,-0.004656448,-0.011284137,-0.015462597,0.092766791,0.09277191,0.182240451,0.182141202,0.181637454,0.181850882,0.18166724,0.180417754,0.179460918,0.182178871,0.189408134,0.149330978,0.092762485,0.145236476,0.254666792,0.380127805,0.478203411,0.54115026,0.574754686,0.60200547,0.617204259,0.59758321,0.566604043,0.093735792,0.567720924,0.109080013,0.131301612,0.153626505,0.172487486,0.181693994,0.182302067
t82,0.940782905,0.94067198,1.392602205,1.35971272,1.291069984,1.230732083,1.162866473,1.078821778,1.033560514,1.043762684,1.068708777,1.10041368,0.940796614,1.228606939,1.541716814,1.995593786,2.344074965,2.579607487,2.708517551,2.815914154,2.875368595,2.792116165,2.677293539,0.945450187,2.723500729,1.003009439,1.056016326,1.13012898,1.214928389,1.293529987,1.365627289,0.288322445,0.288278909,0.186168229,0.171245965,0.154670987,0.141694956,0.13085769,0.121748295,0.116024524,0.118271247,0.144563856,0.313968895,0.28834586,0.635049942,1.006810496,1.326636245,1.560406011,1.707550515,1.784276751,1.847552637,1.882809204,1.831347731,1.753882863,0.288662432,1.752000202,0.291117429,0.282902264,0.255159765,0.217272368,0.200444357,0.194184419,0.110914193,0.111005485,-0.027747219,-0.040411528,-0.052661669,-0.061681893,-0.064867236,-0.062466573,-0.055545248,-0.043827381,-0.018434172,0.103855342,0.11095465,0.184415162,0.175790608,0.168776646,0.163301796,0.159340233,0.156295568,0.154766619,0.152710408,0.147424608,0.141404554,0.110074483,0.139046773,0.095241606,0.065373868,0.021772416,-0.006942006,-0.014679968,-0.019601375,0.157960156,0.157973117,0.353447588,0.348985284,0.339326691,0.328239716,0.313570298,0.293316677,0.271146242,0.253112442,0.241566892,0.187951892,0.157950007,0.187794374,0.332986176,0.492017324,0.614227547,0.692119264,0.733278609,0.766168829,0.784775239,0.762121034,0.726647668,0.160254474,0.728461248,0.192738739,0.236403664,0.281260666,0.321207388,0.34200009,0.351285097
t83,0.9146384,0.91464591,1.395546913,1.36130476,1.291386008,1.209841728,1.110648036,1.055762529,1.027655959,1.02791667,1.028289199,1.085902452,0.914619744,1.276142716,1.681404829,2.178062201,2.598425627,2.864423275,3.014880896,3.153264046,3.239602089,3.150032759,3.001498461,0.920255721,3.012053251,0.988128901,1.057098389,1.126028895,1.23076725,1.327807426,1.38467145,0.27722629,0.277172234,0.110676242,0.095767115,0.080628902,0.069964668,0.062613325,0.058770651,0.059456742,0.068020797,0.102231156,0.320904851,0.277258502,0.729729804,1.196125653,1.59083274,1.875569209,2.054147006,2.148233703,2.227667144,2.271648279,2.203426142,2.098763036,0.27679779,2.092648565,0.268982765,0.247128766,0.203835082,0.151575188,0.128523875,0.119838563,0.100198232,0.100361459,-0.032846056,-0.049055554,-0.066996641,-0.077940255,-0.081135876,-0.077414557,-0.06865117,-0.054678656,-0.025765155,0.10289064,0.100144692,0.271096885,0.247676834,0.23243463,0.224831611,0.221645892,0.224490598,0.234203011,0.229307711,0.217831701,0.207365289,0.099965587,0.206475943,0.092657872,0.065387137,0.020708863,-0.008877179,-0.018437851,-0.023695586,0.139938584,0.139951011,0.291668841,0.288936098,0.283224568,0.27676129,0.267527199,0.253800467,0.238227619,0.225891184,0.219162944,0.163306193,0.139928938,0.164155291,0.316623242,0.473370632,0.590549077,0.664393572,0.703919443,0.737312389,0.756536467,0.732009594,0.692295271,0.141876797,0.692161341,0.169539142,0.206789126,0.244498219,0.275527143,0.287393308,0.291149782
